product_category,product_name,github_link,sample_language
Security,Secret Manager,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/secretmanager/src/main/java/secretmanager/regionalsamples/ListRegionalSecretsWithFilter.java,Java
Networking,Service Directory,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/servicedirectory/src/main/java/com/example/servicedirectory/ServicesDelete.java,Java
Databases,Spanner,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/spanner/jdbc/src/main/java/com/example/spanner/jdbc/LoadCsvExample.java,Java
AI and ML,Vertex AI Vision,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/vision/snippets/src/main/java/com/example/vision/snippets/DetectLandmarksGcs.java,Java
Security,Web Risk,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/webrisk/src/main/java/webrisk/SearchUri.java,Java
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/ai-platform/snippets/create-entity-type-sample.js,JavaScript
Compute,App Engine,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/appengine/metadata/flexible_nodejs16_and_earlier/server.js,JavaScript
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/dlp/inspectBigQueryTableWithSampling.js,JavaScript
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/dlp/inspectWithStoredInfotype.js,JavaScript
Compute,Cloud Functions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/functions/helloworld/helloGCS/test/sample.system.storage.test.js,JavaScript
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/generative-ai/snippets/inference/streamTextBasic.js,JavaScript
Security,Model Armor,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/model-armor/snippets/createTemplate.js,JavaScript
Observability and monitoring,Monitoring,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/monitoring/snippets/alerts.restorePolicies.js,JavaScript
Security,Secret Manager,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/secret-manager/deleteSecretLabel.js,JavaScript
Security,Secret Manager,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/secret-manager/regional_samples/createRegionalSecret.js,JavaScript
Security,Security Command Center,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/security-center/snippets/v2/getMuteRule.js,JavaScript
AI and ML,Translation,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/translate/v3beta1/translate_translate_document.js,JavaScript
AI and ML,Vertex AI Vision,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/vision/productSearch/createProduct.js,JavaScript
Databases,Spanner,https://github.com/GoogleCloudPlatform/opencensus-spanner-demo/blob/master/spannerlab.go,Go
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/dlp/src/inspect_string_custom_excluding_substring.php,PHP
Compute,Batch,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/firestore/src/data_batch_writes.php,PHP
Networking,Media CDN,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/media/livestream/src/list_inputs.php,PHP
Networking,Media CDN,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/media/transcoder/src/delete_job_template.php,PHP
Security,Model Armor,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/modelarmor/src/delete_template.php,PHP
Security,Model Armor,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/modelarmor/src/update_project_floor_settings.php,PHP
Observability and monitoring,Monitoring,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/monitoring/src/alert_replace_channels.php,PHP
Security,reCAPTCHA,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/recaptcha/src/create_key.php,PHP
Compute,Cloud Run,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/run/laravel/bootstrap/app.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/query_data_with_nested_struct_field.php,PHP
Databases,Spanner,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/spanner/src/query_information_schema_database_options.php,PHP
AI and ML,Translation,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/translate/src/v3_get_supported_languages_for_target.php,PHP
AI and ML,Vertex AI Vision,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/vision/src/detect_web_with_geo_metadata.php,PHP
Compute,Google Kubernetes Engine (GKE),https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/batch/create/create_with_container_no_mounting.py,Python
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/bigquery-datatransfer/snippets/manage_transfer_configs.py,Python
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/dlp/snippets/Inspect/inspect_image_all_infotypes.py,Python
App development,Eventarc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/eventarc/audit-storage/main.py,Python
App development,Eventarc,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/eventarc/generic/main.py,Python
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/generative_ai/model_tuning/distillation_example.py,Python
Databases,Spanner,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/spanner/spanner_postgresql_interleaved_table.rb,Ruby
Compute,Cloud Functions,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/cloudfunctions/start/server/gcp/cloudstorage.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/pubsub-languageapi-spanner/end/server/gcp/pubsub.js,JavaScript
Compute,Google Kubernetes Engine (GKE),https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/containerengine/end/backend/gcp/datastore.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/self-paced-labs/sensor-sim/sendData.py,Python
Compute,Google Kubernetes Engine (GKE),https://github.com/googleapis/google-cloud-node/blob/main/packages/google-cloud-gkehub/samples/quickstart.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_create_proto_schema.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_get_topic_policy.rb,Ruby
Storage,Cloud Storage,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-storage/samples/storage_upload_from_memory.rb,Ruby
Networking,Media CDN,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-video-stitcher/samples/create_slate.rb,Ruby
Data analytics and pipelines,BigQuery,https://github.com/googleapis/java-bigquery/blob/main/samples/snippets/src/main/java/com/example/bigquery/DeleteTable.java,Java
AI and ML,Cloud TPU,https://github.com/googleapis/java-storage/blob/main/samples/snippets/src/main/java/com/example/storage/bucket/MakeBucketPublic.java,Java
Compute,Cloud Run,https://github.com/googleapis/nodejs-bigquery/blob/main/samples/loadTableGCSAvroTruncate.js,JavaScript
Databases,Bigtable,https://github.com/googleapis/nodejs-bigtable/blob/main/samples/writeConditionally.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/testSubscriptionPermissions.js,JavaScript
Databases,Spanner,https://github.com/googleapis/nodejs-spanner/blob/main/samples/archived/list-instance-configs.js,JavaScript
Databases,Spanner,https://github.com/googleapis/nodejs-spanner/blob/main/samples/directed-reads.js,JavaScript
Databases,Spanner,https://github.com/googleapis/nodejs-spanner/blob/main/samples/index-create.js,JavaScript
AI and ML,Vertex AI,https://github.com/googleapis/python-aiplatform/blob/main/samples/model-builder/experiment_tracking/delete_execution_sample.py,Python
AI and ML,Vertex AI,https://github.com/googleapis/python-aiplatform/blob/main/samples/model-builder/experiment_tracking/get_experiment_run_models_sample.py,Python
Data analytics and pipelines,BigQuery,https://github.com/googleapis/python-bigquery/blob/main/samples/list_routines.py,Python
Databases,Bigtable,https://github.com/googleapis/python-bigtable/blob/main/samples/hello_happybase/main.py,Python
Storage,Cloud Storage,https://github.com/googleapis/python-storage/blob/main/samples/snippets/storage_object_csek_to_cmek.py,Python
Compute,Compute Engine,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/compute/service_account_for_instances/main.tf,Terraform
Compute,Cloud Functions,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/functions/basic_gcs/main.tf,Terraform
Networking,Cloud CDN,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/media_cdn/custom_headers/main.tf,Terraform
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/bigquery/api/Snippets/QueryWithNamedParameters.cs,C#
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/dlp/api/Snippets/DeidentifyTableWithFpe.cs,C#
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/dlp/api/Snippets/UpdateStoredInfoTypes.cs,C#
Security,Identity and Access Management (IAM),https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/iam/api/CustomRoles/RolesDelete.cs,C#
Security,Identity and Access Management (IAM),https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/iam/api/CustomRoles/RolesList.cs,C#
Security,Identity and Access Management (IAM),https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/iam/api/CustomRoles/RolesUndelete.cs,C#
Industry solutions,Vertex AI Search for retail,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/retail/interactive-tutorial/RetailProducts.Samples/SetInventorySample.cs,C#
Security,Secret Manager,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/secretmanager/api/SecretManager.Samples/CreateSecretWithTags.cs,C#
Security,Secret Manager,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/secretmanager/api/SecretManager.Samples/UpdateRegionalSecret.cs,C#
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/storage/api/Storage.Samples/ChangeFileStorageClass.cs,C#
AI and ML,Cloud TPU,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/storage/api/Storage.Samples/GetPublicAccessPrevention.cs,C#
Compute,App Engine,https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/appengine-standard-java8/helloworld-gae-javasdk-tools/src/main/java/com/example/appengine/java8/HelloAppEngine.java,Java
Security,Identity and Access Management (IAM),https://github.com/GoogleCloudPlatform/getting-started-java/blob/main/bookshelf-standard/4-auth/src/main/java/com/example/getstarted/auth/LogoutServlet.java,Java
Security,Cloud Asset Inventory,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/asset/quickstart/analyze-org-policies/analyze_org_policies.go,Go
App development,Cloud Tasks,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/datastore/tasks/update_entity.go,Go
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dlp/snippets/inspect/inspect_table.go,Go
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/dlp/snippets/metadata/info_types.go,Go
Compute,App Engine,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/docs/appengine/blobstore/blobstore.go,Go
Databases,Firestore,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/firestore/save_update_multiple_fields.go,Go
Industry solutions,Healthcare Data Engine,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/healthcare/dicom_export.go,Go
Industry solutions,Healthcare Data Engine,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/healthcare/fhir_resource_import.go,Go
Industry solutions,Talent Solutions,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/media/transcoder/list_jobs.go,Go
Networking,Cloud CDN,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/media/videostitcher/update_cdn_key.go,Go
Security,Model Armor,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/modelarmor/update_organization_floor_settings.go,Go
Observability and monitoring,Monitoring,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/monitoring/uptime/uptime.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/pull_concurrency.go,Go
Storage,Cloud Storage,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/storage/objects/generate_v4_put_object_signed_url.go,Go
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/aiplatform/src/main/java/aiplatform/CancelDataLabelingJobSample.java,Java
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/aiplatform/src/main/java/aiplatform/ImportDataTextClassificationSingleLabelSample.java,Java
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/compute/cloud-client/src/main/java/compute/ipaddress/GetVmAddress.java,Java
Data analytics and pipelines,BigQuery,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/dlp/snippets/src/main/java/dlp/snippets/InspectBigQuerySendToScc.java,Java
Industry solutions,Healthcare Data Engine,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/healthcare/v1/src/main/java/snippets/healthcare/datasets/DatasetDelete.java,Java
Security,Cloud KMS,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/kms/src/main/java/kms/EncryptAsymmetric.java,Java
Networking,Media CDN,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/media/livestream/src/main/java/com/example/livestream/GetChannel.java,Java
Networking,Media CDN,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/media/livestream/src/main/java/com/example/livestream/UpdatePool.java,Java
Security,Security Command Center,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/security-command-center/snippets/src/main/java/UpdateNotificationConfigSnippets.java,Java
Security,Security Command Center,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/security-command-center/snippets/src/main/java/vtwo/client/CreateClientWithEndpoint.java,Java
AI and ML,Vertex AI Vision,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/vision/snippets/src/main/java/com/example/vision/snippets/DetectFacesGcs.java,Java
Compute,Google Kubernetes Engine (GKE),https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/databases/qdrant/terraform/modules/cluster/main.tf,Terraform
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/ai-platform/snippets/list-featurestores-async-sample.js,JavaScript
AI and ML,Vertex AI,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/automl/vision_classification_deploy_model_node_count.js,JavaScript
App development,Cloud Tasks,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/cloud-tasks/snippets/quickstart.js,JavaScript
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/compute/create-instance-templates/getInstanceTemplate.js,JavaScript
Compute,Compute Engine,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/compute/disks/stopReplication.js,JavaScript
Security,Sensitive Data Protection,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/dlp/inspectStringCustomExcludingSubstring.js,JavaScript
Compute,Cloud Functions,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/functions/imagemagick/index.js,JavaScript
