product_category,product_name,github_link,sample_language
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/pubsub-languageapi-spanner/end/server/web-app/questions.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/cloud-language/analyze_entities_v2_file.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/language/v2/language_classify_gcs.py,Python
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/pubsub-languageapi-spanner/start/server/gcp/cloudstorage.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/language/v1/language_syntax_gcs.py,Python
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/language/cloud-client/src/main/java/com/example/language/SetEndpoint.java,Java
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/quickstarts/languages/nodejs/index.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/language/src/analyze_entities.php,PHP
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/pubsub-languageapi-spanner/end/server/web-app/questions.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/language/src/analyze_syntax_from_file.php,PHP
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/pubsub-languageapi-spanner/bonus/server/gcp/datastore.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/pubsub-languageapi-spanner/end/server/gcp/cloudstorage.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/language/src/analyze_entities_from_file.php,PHP
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/pubsub-languageapi-spanner/bonus/server/web-app/questions.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/language/cloud-client/src/main/java/com/example/language/QuickstartSample.java,Java
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/cloud-language/analyze_sentiment_v2_file.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/pubsub-languageapi-spanner/start/server/web-app/questions.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/pubsub-languageapi-spanner/bonus/server/web-app/questions.js,JavaScript
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/language/v1/language_sentiment_gcs.py,Python
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/language/src/analyze_sentiment.php,PHP
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/language/src/classify_text_from_file.php,PHP
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/quickstarts/languages/java/src/main/java/com/example/helloworld/HelloworldApplication.java,Java
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/language/v1/language_syntax_text.py,Python
AI and ML,Natural Language API,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/pubsub-languageapi-spanner/bonus/server/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/CreateTopic.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/streaming/gke-stateful-kafka/terraform/gke-autopilot/main.tf,Terraform
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/containerengine/start/backend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/google-cloud-node/blob/main/packages/typeless-sample-bot/__snapshots__/index.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/GetSchemaExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/createSubscription.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/listAllTopics.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/CreateTopicWithConfluentCloudIngestion.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/quickstart_publisher/main.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/managedkafka/snippets/topics/update_topic.py,Python
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/GetReservationExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/publishMessageWithCustomAttributes.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/listenWithCustomAttributes.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/managedkafka/topics/get_topic.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/add_users.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/list_subs.go,Go
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_create_subscription_with_exactly_once_delivery.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/publishAvroRecords.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/publishWithFlowControl.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/publishWithRetrySettings.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/publish_ordering.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/publish_retry.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/list_reservations.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/get_subscription_policy.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/test_topic_permissions.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/containerengine/start/frontend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/listSchemas.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/createPushSubscription.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/publishAvroRecords.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/setTopicPolicy.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/run/pubsub/src/main/java/com/example/cloudrun/PubSubController.java,Java
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_create_topic.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/SubscribeWithConcurrencyControlExample.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/test_permissions.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/get_subscription.go,Go
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/SubscribeWithFlowControlSettingsExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/getTopicPolicy.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/python-pubsublite/blob/main/samples/snippets/publish_with_custom_attributes_example.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/pull_settings.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/schemas/create_avro_schema.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/delete_reservation.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/pubsublite/spark-connector/spark_streaming_from_pubsublite_example.py,Python
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_publish.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/ListSubscriptionsInProjectExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/createTopicWithAwsMskIngestion.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/python-pubsublite/blob/main/samples/snippets/get_lite_reservation_example.py,Python
App development,Pub/Sub,https://github.com/googleapis/python-pubsublite/blob/main/samples/snippets/list_lite_subscriptions_in_project_example.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/create.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/create_topic_gcs_ingestion.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/publish_single.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/self-paced-labs/sensor-sim/sendData.py,Python
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_create_proto_schema.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_get_topic_policy.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/testSubscriptionPermissions.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/schemas/update_topic_schema.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/policy.go,Go
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/PublishWithConcurrencyControlExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/UpdateSubscriptionExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/publishWithRetrySettings.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/CreateTopicWithCloudStorageIngestion.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/functions/test/helloworld/pubsub_test.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/python-pubsub/blob/main/samples/snippets/publisher.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/pull_error.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/publish_settings.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/create_pubsub_export_subscription.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/functions/pubsub/publish-message/src/main/java/functions/PublishMessage.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/stackdriver-trace-monitoring/start/frontend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_detach_subscription.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/createTopicWithCloudStorageIngestion.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/publishBatchedMessages.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/publishMessageWithCustomAttributes.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/python-pubsublite/blob/main/samples/snippets/list_lite_reservations_example.py,Python
App development,Pub/Sub,https://github.com/googleapis/python-pubsublite/blob/main/samples/snippets/update_lite_topic_example.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/create_subscription_with_exactly_once_delivery.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/publish_message_batch.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/subscribe_exactly_once_delivery.php,PHP
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/CreateTopicExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/SubscribeWithExactlyOnceConsumerWithResponseExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/GetTopicExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/python-pubsub/blob/main/samples/snippets/schema.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/create_subscription.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/update_topic_type.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/cloudendpoints/bonus/server/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/GetTopicPolicyExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/python-pubsublite/blob/main/samples/snippets/get_lite_subscription_example.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/ListSubscriptionsInTopic.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/UpdateTopicType.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/topics/delete.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/schemas/publish_proto_messages.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/pubsub/spring/src/main/java/demo/PubSubApplication.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/create_topic_with_confluent_cloud_ingestion.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/containerengine/start/frontend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/cloudendpoints/bonus/endpoint/quiz-api/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/cloudendpoints/start/endpoint/quiz-api/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/PublishAvroRecordsExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/createBigQuerySubscription.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/create_topic_confluent_cloud_ingestion.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/managedkafka/examples/src/main/java/examples/GetCluster.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/functions/pubsub/main.py,Python
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/SubscribeWithAvroSchemaExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/createSubscriptionWithExactlyOnceDelivery.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/storage/api/Storage.Samples/DeletePubSubNotification.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/managedkafka/clusters/list_clusters.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/list_subscriptions_in_project.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/managedkafka/examples/src/main/java/examples/GetTopic.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/streaming/kafka/terraform/gke-autopilot/main.tf,Terraform
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/dead_letter_remove.php,PHP
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_publish_custom_attributes.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/ListTopicsExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/createSubscriptionWithDeadLetterPolicy.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/quickstart.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/getTopicPolicy.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/synchronousPull.ts,JavaScript
App development,Pub/Sub,https://github.com/terraform-google-modules/terraform-docs-samples/blob/main/run/pubsub/main.tf,Terraform
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/ExactlyOnceDeliverySubscriberAsync.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/subscriptions/dead_letter_remove.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/flexible/java-11/pubsub/src/main/java/com/example/flexible/pubsub/PubSubPush.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/managedkafka/examples/src/main/java/examples/UpdateTopic.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/streaming/kafka/terraform/modules/cluster/main.tf,Terraform
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.2/nodejs/containerengine/bonus/backend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/cloudfunctions/end/server/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/v1.3/nodejs/containerengine/bonus/frontend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_subscriber_sync_pull_with_lease.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/createTopicWithAzureEventHubsIngestion.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/listSubscriptions.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/PublishMessagesAsync.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/managedkafka/consumergroups/list_consumergroups.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/pubsub_quickstart/main.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/schemas/list_schemas.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/dead_letter_delivery_attempt.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/create_reservation.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/nodejs-docs-samples/blob/main/functions/v2/helloPubSub/index.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/create_topic.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/appengine/standard_python3/pubsub/main.py,Python
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/commitProtoSchema.ts,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/updateTopicIngestionType.js,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/managedkafka/clusters/get_cluster.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/async_pull.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/dead_letter_create.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/detach_subscription.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/subscriptions/sync_pull.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/subscriptions/pull_exactly_once_delivery.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/delete.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/functions/helloworld/sample_pubsub_test.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/managedkafka/snippets/clusters/delete_cluster.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/functions/helloworld/HelloPubSub/Function.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/DeleteSubscription.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/RemoveDeadLetterPolicy.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/functions/helloworld_pubsub/index.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/python-docs-samples/blob/main/pubsublite/spark-connector/spark_streaming_to_pubsublite_example.py,Python
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/appengine/start/frontend/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_resume_publish_with_ordering_keys.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/DeleteSchemaExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/optimisticSubscribe.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/setSubscriptionPolicy.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/nodejs-pubsub/blob/main/samples/typescript/subscribeWithFlowControlSettings.ts,JavaScript
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/EmulatorSupport.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/subscriptions/create_filter.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/create_topic_with_kinesis_ingestion.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/php-docs-samples/blob/main/pubsub/api/src/dead_letter_delivery_attempt.php,PHP
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/ruby-docs-samples/blob/main/appengine/flexible/ruby31-and-earlier/pubsub/app.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_dead_letter_delivery_attempt.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/java-pubsub/blob/main/samples/snippets/src/main/java/pubsub/ReceiveMessagesWithDeliveryAttemptsExample.java,Java
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/CreateReservationExample.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/CreateTopicWithKinesisIngestion.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/dotnet-docs-samples/blob/main/pubsub/api/Pubsub.Samples/RollbackSchema.cs,C#
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/java-docs-samples/blob/main/run/image-processing/src/main/java/com/example/cloudrun/PubSubController.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/training-data-analyst/blob/master/courses/developingapps/nodejs/cloudendpoints/start/endpoint/quiz-api/gcp/pubsub.js,JavaScript
App development,Pub/Sub,https://github.com/googleapis/google-cloud-ruby/blob/main/google-cloud-pubsub/samples/pubsub_create_pull_subscription.rb,Ruby
App development,Pub/Sub,https://github.com/googleapis/java-pubsublite/blob/main/samples/snippets/src/main/java/pubsublite/ListReservationsExample.java,Java
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/functions/functionsv2/hellopubsub/hello_pubsub.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/create_topic_azure_event_hubs_ingestion.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsub/v1samples/topics/publish.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/golang-samples/blob/main/pubsublite/admin/update_subscription.go,Go
App development,Pub/Sub,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/main/streaming/kafka/terraform/gke-standard/main.tf,Terraform
